time,ACB,BCM,BID,BMP,BVH,CII,CTD,CTG,DGC,DHG,DPM,DXG,EIB,FPT,GAS,GEX,GMD,GVR,HAG,HCM,HDB,HNG,HPG,HSG,HT1,KBC,KDC,KDH,LPB,MBB,MSB,MSN,MWG,NT2,NVL,OCB,PDR,PHR,PLX,PNJ,POW,REE,ROS,SAB,SBT,SHB,SSB,SSI,STB,TCB,TCH,TPB,VCB,VCI,VHC,VHM,VIB,VIC,VJC,VNM,VPB,VPI,VRE
2022-02-28,15.9,74.86,31.7,43.45,51.82,24.95,64.1,20.35,63.62,90.02,23.36,32.8,22.0,47.36,79.26,36.95,37.72,31.94,10.25,18.27,11.74,8.91,27.02,29.38,21.03,43.09,50.26,36.1,11.0,15.5,13.09,129.1,65.49,17.85,75.3,12.97,52.1,65.49,54.68,70.13,14.36,40.24,7060.0,67.22,16.42,11.58,21.76,27.62,32.85,23.81,14.32,19.74,47.53,25.16,56.6,75.3,18.45,38.5,140.1,62.64,22.3,48.29,33.5
2022-03-31,15.5,69.56,31.55,41.62,53.92,23.71,63.96,19.92,88.93,88.98,27.14,36.14,23.98,54.31,72.74,34.84,44.33,31.8,13.1,16.55,11.56,10.1,25.82,26.82,22.09,39.86,50.08,36.03,10.52,14.85,12.48,117.68,70.21,18.94,80.1,12.41,54.86,65.9,48.45,75.66,13.12,43.49,5310.0,63.51,17.43,11.44,23.39,25.38,31.7,23.41,13.55,18.76,46.18,22.62,70.13,73.65,18.51,40.6,140.5,64.63,21.83,45.47,33.45
2022-04-30,15.34,81.4,27.02,41.75,54.45,18.29,36.75,17.04,93.96,83.52,27.34,28.38,19.5,53.29,71.2,25.35,41.29,26.98,10.2,12.89,10.32,7.35,24.79,21.68,17.42,32.88,48.86,32.69,8.81,13.43,11.25,115.15,71.85,18.17,82.0,11.67,51.92,57.09,42.13,73.95,10.88,44.36,4110.0,64.75,13.8,8.72,22.59,20.27,27.7,20.79,10.8,15.7,45.51,16.96,76.94,63.16,16.91,40.0,129.9,59.28,21.54,45.47,30.9
2022-05-31,14.8,69.27,25.61,41.49,46.12,17.2,36.02,17.13,87.21,77.58,24.17,21.44,21.58,55.78,79.06,21.35,42.35,23.57,9.22,11.53,10.64,6.47,19.87,17.47,15.76,33.4,58.75,28.7,8.06,12.51,10.07,111.58,69.78,18.94,78.0,9.72,45.82,53.83,38.62,78.68,11.21,56.0,2880.0,61.31,12.71,7.91,20.78,17.92,22.35,17.55,9.16,15.11,44.38,15.73,76.05,69.6,14.22,39.4,130.9,57.28,18.19,45.69,30.15
2022-06-30,14.06,63.49,24.3,40.03,46.03,12.28,35.62,16.05,98.65,72.54,20.69,15.12,20.8,53.0,77.58,17.58,39.47,21.09,8.32,9.8,9.79,5.0,16.88,12.34,14.33,32.7,61.1,26.55,7.01,10.91,8.35,111.18,69.27,20.08,74.5,8.21,43.31,53.02,35.37,88.44,11.26,53.34,2890.0,61.75,13.55,7.22,23.17,12.56,21.5,16.79,7.18,12.68,42.08,13.33,69.17,62.1,11.41,36.75,130.0,57.68,17.02,46.8,28.55
2022-07-31,14.41,69.65,27.06,41.56,50.68,15.5,39.93,16.7,75.62,76.25,19.64,19.23,19.5,51.34,74.17,21.17,37.95,22.35,11.15,12.67,9.85,6.49,16.27,12.99,14.93,37.7,66.37,28.16,8.17,11.56,9.14,106.1,59.09,21.05,74.5,8.87,43.98,54.56,36.07,78.46,11.05,46.54,2510.0,71.9,13.08,7.83,23.36,14.27,24.7,17.9,8.12,12.43,42.02,16.33,60.96,59.9,14.12,32.0,125.7,60.14,16.84,46.06,28.0
2022-08-31,14.44,87.18,29.02,45.09,51.29,18.44,47.87,17.34,84.25,75.18,24.0,20.55,19.73,53.87,80.8,22.32,38.56,24.64,12.95,12.67,10.89,6.76,17.41,15.94,14.74,34.7,63.64,27.79,8.49,12.84,9.33,114.5,71.69,22.14,81.9,8.62,46.15,57.58,37.04,79.02,11.59,53.28,,75.05,13.26,8.34,23.65,16.04,24.8,18.4,8.33,13.08,47.25,19.45,69.1,61.0,13.27,31.85,121.6,62.37,18.66,48.66,27.7
2022-09-30,13.01,85.86,24.59,39.96,46.91,15.0,38.21,14.24,65.71,70.64,20.63,15.74,22.23,50.07,75.9,17.49,36.43,19.55,13.25,11.89,9.77,5.62,16.05,13.61,13.27,29.0,59.36,21.07,6.93,10.82,8.13,99.0,62.0,23.03,84.9,7.47,42.72,44.94,28.88,73.65,10.22,47.65,,73.9,11.77,6.66,22.44,13.23,20.6,15.35,7.78,11.68,41.18,15.41,62.81,50.7,11.68,27.5,110.9,59.72,15.86,48.94,28.0
2022-10-31,13.13,78.13,25.06,44.61,46.03,11.78,27.88,15.1,65.12,71.05,19.07,10.86,24.05,47.02,76.66,12.33,35.75,13.82,8.66,9.95,8.36,4.1,11.85,10.48,9.61,17.5,58.42,17.05,6.31,9.57,7.93,85.5,49.99,21.08,70.0,6.45,36.54,32.95,25.02,71.65,8.57,48.89,,74.01,9.73,6.12,22.7,10.89,16.15,11.62,5.5,9.67,41.34,13.74,55.45,45.0,10.4,27.7,107.6,64.85,14.41,47.38,24.6
2022-11-30,12.95,77.18,29.81,43.36,45.32,11.12,23.18,16.73,51.57,71.05,18.01,9.93,14.3,46.4,76.04,13.76,36.88,13.63,9.05,10.65,7.93,4.55,13.93,10.34,9.81,21.15,58.42,20.58,7.08,9.41,8.32,102.0,42.72,22.57,23.35,7.47,11.41,34.75,26.99,78.73,9.64,45.79,,71.9,10.11,6.21,22.11,12.86,20.0,12.24,6.26,10.28,45.56,12.87,51.65,54.5,10.75,34.8,103.0,68.4,14.8,49.83,30.55
2022-12-31,12.83,76.99,28.0,43.88,43.59,10.0,21.78,16.73,52.17,70.14,18.91,9.89,18.17,47.83,70.03,11.41,35.32,13.24,9.16,9.71,8.13,4.16,13.62,10.62,9.95,24.2,61.74,19.9,8.1,9.25,8.0,93.0,41.56,23.94,14.0,8.79,11.37,35.15,29.01,83.14,8.81,44.24,,67.63,11.28,6.12,24.13,11.83,22.5,12.21,5.38,9.83,45.0,12.57,53.02,48.0,10.08,26.9,109.5,63.99,15.77,43.95,26.3
2023-01-31,15.26,81.0,32.71,47.53,47.14,11.9,26.02,18.72,53.41,77.99,19.24,11.55,16.9,51.94,73.35,13.48,41.24,16.03,9.52,12.5,9.51,4.6,16.73,14.25,13.8,25.9,58.7,21.03,9.15,10.57,8.64,101.1,45.05,23.9,14.2,9.18,11.58,40.59,33.67,83.98,10.26,46.16,,76.59,11.47,6.77,24.79,14.43,27.1,13.89,6.17,11.68,51.69,16.17,53.85,50.9,12.5,28.55,116.3,64.83,17.14,43.38,29.7
2023-02-28,14.3,79.95,31.99,43.73,45.37,10.04,22.28,16.82,44.38,79.56,16.99,7.75,14.03,50.07,71.41,10.58,38.05,13.39,7.45,11.26,8.7,4.14,15.14,13.38,13.46,21.25,52.62,19.11,8.62,9.33,7.71,82.0,38.75,23.82,10.6,7.94,8.44,35.95,34.13,71.6,10.01,42.58,,76.18,11.36,6.02,23.28,12.2,23.75,12.52,5.54,10.89,52.59,13.9,42.53,41.5,11.4,26.3,100.0,63.48,15.02,42.48,26.7
2023-03-31,14.65,79.18,33.51,42.71,45.32,11.31,28.94,17.92,45.44,76.59,16.16,9.73,14.73,49.2,70.38,11.41,40.07,14.87,7.33,12.65,9.82,4.37,15.74,14.8,14.52,24.25,57.84,20.73,9.52,9.87,8.06,77.8,37.35,24.75,12.7,8.11,10.45,35.82,34.27,72.35,10.92,42.45,,75.24,11.2,6.61,23.06,14.37,26.2,13.39,5.84,11.51,51.41,17.36,40.56,51.5,11.87,27.5,105.1,62.56,18.55,46.56,29.55
2023-04-30,14.18,75.17,31.55,56.6,42.0,11.2,39.07,17.71,46.5,87.41,16.31,10.47,14.73,48.21,64.03,12.1,40.93,14.92,7.62,12.37,9.59,3.72,16.39,14.25,13.22,25.8,60.7,22.38,8.65,9.98,7.52,73.1,37.97,27.11,14.3,7.64,11.83,36.8,34.27,71.69,10.84,41.76,,70.06,13.22,6.89,23.43,14.4,25.3,13.94,6.21,12.34,50.91,17.19,45.8,49.5,11.63,26.05,97.0,58.86,17.53,43.23,27.7
2023-05-31,14.88,74.5,31.92,62.24,40.69,13.64,42.38,17.19,48.39,93.84,15.48,11.55,15.82,52.31,64.03,14.22,38.98,17.47,8.18,13.44,9.89,3.95,16.05,14.16,14.52,28.05,60.79,22.31,8.96,10.06,7.68,72.0,37.97,28.36,13.5,8.28,12.21,42.38,34.31,66.02,11.3,44.41,,64.36,12.87,7.23,22.26,15.47,27.7,14.15,7.25,12.96,52.88,19.0,44.51,53.5,12.14,26.0,97.5,55.58,17.0,44.97,27.1
2023-06-30,15.48,75.65,31.45,72.06,41.25,14.1,45.62,18.11,57.6,109.53,16.87,11.52,16.56,53.49,64.17,17.81,40.38,18.62,8.15,14.22,10.0,4.07,19.79,15.57,15.57,29.35,59.46,23.13,9.37,11.2,8.06,75.2,41.95,25.69,14.85,8.94,14.05,41.39,34.18,70.42,11.09,47.09,,63.16,12.98,7.69,23.83,17.92,29.8,15.28,7.05,12.98,56.25,20.09,49.37,55.0,13.39,25.5,94.3,59.7,17.49,43.06,26.8
2023-07-31,16.11,77.37,34.24,76.43,45.04,16.04,47.61,18.42,65.0,104.84,19.17,14.73,16.4,61.93,70.1,20.75,45.67,21.45,8.88,15.56,10.72,4.18,21.34,18.22,16.2,33.0,61.74,28.16,10.11,12.02,8.8,87.3,52.52,25.26,18.85,9.33,18.14,46.57,37.97,77.93,11.34,48.39,,64.47,13.62,9.15,25.68,20.59,28.95,16.2,8.64,13.52,60.83,23.88,57.35,63.0,14.18,27.55,102.0,65.59,19.52,45.89,29.65
2023-08-31,15.87,68.96,34.06,68.71,42.28,17.36,41.78,19.92,79.0,100.58,19.39,17.25,20.26,70.78,70.49,22.73,48.78,20.97,9.18,16.52,10.41,4.15,20.89,18.93,14.32,34.45,63.54,27.79,12.79,11.8,8.96,81.5,52.62,23.98,20.45,9.57,20.74,45.41,35.27,75.58,10.59,45.35,,64.97,13.88,9.04,24.76,23.2,32.65,16.3,10.93,14.14,59.17,25.86,58.79,54.7,13.87,31.05,98.0,67.55,18.46,42.81,30.3
2023-09-30,15.34,66.39,32.17,67.07,39.43,14.96,42.2,18.45,84.42,99.73,19.36,14.66,16.5,67.92,77.77,19.14,53.19,18.71,7.72,15.43,10.72,3.8,19.91,18.93,13.12,32.1,60.98,24.52,11.04,11.8,8.8,76.3,51.44,22.18,15.6,9.81,20.02,43.95,34.92,73.98,9.6,45.64,,59.62,12.55,8.06,22.03,22.09,30.65,15.9,9.54,12.88,58.11,22.65,59.93,45.5,13.19,23.42,99.3,64.42,19.12,44.14,26.1
2023-10-31,15.02,55.97,29.16,61.22,36.39,11.01,44.67,17.0,71.32,85.24,14.9,12.91,15.49,60.75,65.68,15.92,47.34,16.22,8.03,12.32,10.62,3.35,17.41,16.09,10.72,25.5,60.32,23.62,11.67,10.9,7.84,58.2,36.87,20.51,12.9,9.33,17.52,38.76,29.7,68.32,8.77,37.99,,46.63,11.14,7.33,22.73,17.88,27.0,13.09,8.34,11.4,57.64,17.9,47.85,39.0,12.2,20.25,99.0,59.04,17.62,43.97,22.2
2023-11-30,15.41,56.35,31.76,72.61,37.36,13.42,54.74,18.05,85.32,88.39,17.29,15.51,16.73,67.27,65.59,19.79,56.32,19.54,11.15,14.77,11.12,3.97,20.1,20.31,12.13,31.1,56.9,25.77,12.19,11.35,8.19,60.5,37.65,21.77,17.7,9.77,22.74,43.72,32.68,76.39,9.31,41.24,,53.46,11.31,7.84,19.91,21.74,27.5,13.94,10.23,12.26,56.25,22.78,50.13,41.3,12.75,20.88,102.0,58.52,17.66,45.89,22.1
2023-12-31,16.78,60.9,35.48,87.25,37.84,13.66,60.74,18.6,88.04,88.64,17.47,15.83,16.87,70.34,64.74,21.72,56.56,20.71,13.2,17.27,12.54,4.7,21.16,21.58,11.93,31.75,59.84,25.94,12.55,11.89,8.32,67.0,41.86,22.18,17.05,9.73,23.29,46.08,32.12,81.6,9.31,41.02,,51.81,11.31,7.84,21.06,22.78,27.95,15.02,10.85,12.55,53.33,23.47,56.51,43.2,13.36,22.3,108.0,59.13,17.75,45.81,23.3
2024-01-31,18.08,63.23,39.0,86.33,38.8,14.34,59.59,21.68,84.31,90.35,17.19,15.14,17.23,70.05,64.65,19.79,54.64,21.88,14.2,19.27,13.46,4.47,21.0,21.68,12.48,30.25,59.07,25.52,14.06,13.87,8.7,64.4,44.01,23.27,16.7,10.87,23.41,47.47,32.22,86.82,9.39,40.44,,47.42,11.48,8.42,20.18,23.89,29.9,16.32,10.85,12.88,58.77,23.55,58.07,41.5,14.55,21.25,104.6,58.6,17.93,45.97,22.45
2024-02-29,19.66,61.29,43.33,97.88,41.1,14.65,58.89,24.4,104.46,92.91,18.24,14.93,16.64,79.78,66.37,20.52,60.98,27.94,12.8,20.33,14.39,4.12,23.46,21.54,13.18,31.0,61.0,28.62,13.63,15.4,10.17,70.4,45.19,23.22,17.1,11.09,24.25,51.65,33.38,85.78,9.64,44.2,,49.27,11.4,8.57,20.18,25.7,31.55,19.94,10.77,14.32,64.62,25.03,69.08,43.4,15.36,22.5,103.1,62.98,18.4,48.31,26.5
2024-03-31,20.01,62.84,42.6,92.02,40.95,15.45,64.45,24.4,115.09,99.21,18.79,16.24,16.91,85.27,68.77,22.92,63.95,32.38,13.05,21.46,14.88,4.2,22.9,22.39,13.28,34.95,60.32,31.22,13.98,16.19,9.31,74.2,49.98,23.12,17.25,10.94,26.63,59.25,34.73,94.41,9.43,46.08,,47.76,10.62,8.28,19.47,26.74,31.6,22.46,12.91,13.78,63.02,29.54,73.69,42.85,17.25,23.82,103.0,59.89,18.26,48.64,25.85
2024-04-30,18.85,50.74,40.23,91.18,37.79,13.03,58.53,22.51,110.8,97.25,16.58,13.22,16.5,90.18,63.02,18.77,67.56,29.31,12.4,19.68,14.58,4.03,21.5,18.85,11.19,29.0,60.23,28.91,16.65,14.19,8.7,67.2,53.69,19.91,15.25,9.99,22.11,52.39,33.24,90.68,8.69,45.2,,45.82,9.34,8.31,19.38,24.45,28.2,22.01,13.15,12.91,60.56,25.8,69.55,40.8,15.24,22.22,104.0,57.59,17.15,49.14,22.45
2024-05-31,20.6,58.87,38.51,95.31,42.97,13.92,64.01,21.89,117.52,105.18,18.89,13.75,18.34,98.52,68.68,21.44,67.24,34.34,14.5,20.98,14.36,4.47,23.82,21.18,12.08,31.4,62.74,29.9,20.56,14.17,9.15,76.6,62.2,21.45,14.45,10.79,23.33,57.58,39.67,89.64,10.43,52.57,,49.1,10.07,8.28,18.94,24.1,27.85,22.89,16.19,12.73,57.91,26.08,69.55,38.85,15.71,21.78,107.1,57.94,17.52,49.55,21.75
2024-06-30,19.89,61.77,35.36,88.17,44.07,12.97,61.89,21.27,114.25,99.82,18.94,13.09,17.37,110.62,65.68,20.34,66.59,33.41,12.1,19.06,14.2,4.85,23.57,23.22,12.73,29.0,53.08,30.48,22.47,14.47,9.15,74.7,61.51,20.19,13.3,10.32,21.94,56.19,39.57,91.16,12.33,52.83,,50.54,10.11,8.28,18.33,23.58,28.8,22.75,15.62,12.75,56.58,25.31,65.89,37.65,15.16,20.6,101.5,58.03,18.16,48.56,20.45
2024-07-31,20.51,70.68,38.92,85.35,41.77,12.76,57.39,21.96,104.46,100.26,18.52,11.33,16.73,109.01,68.51,20.94,65.91,32.24,12.15,19.27,16.91,3.91,22.65,21.18,12.73,27.3,56.27,29.94,23.23,15.9,9.37,74.1,62.9,18.61,11.85,10.61,17.59,52.94,44.41,92.69,11.13,58.73,,48.24,11.05,8.45,19.21,22.09,29.0,22.65,14.88,13.45,59.24,24.43,66.92,36.7,15.31,21.15,105.9,63.43,18.5,58.5,18.6
2024-08-31,20.72,69.71,39.98,91.7,43.59,12.76,56.06,24.05,106.04,98.06,19.3,12.85,17.05,114.26,71.42,19.46,66.33,34.53,10.65,22.27,17.81,4.36,21.23,20.21,12.13,26.75,53.47,31.14,25.02,16.19,9.67,76.5,68.81,18.33,12.95,10.46,19.95,55.17,47.02,97.56,11.13,57.89,,50.07,10.75,8.0,19.2,23.4,30.55,22.75,15.21,13.27,60.9,25.73,69.17,41.5,15.5,22.1,105.3,65.47,18.45,56.6,19.2
2024-09-30,21.52,67.97,40.63,104.57,41.05,12.84,56.33,25.36,107.72,97.43,19.71,13.67,18.8,114.01,68.95,20.02,64.27,34.92,10.85,23.53,18.13,4.6,21.94,20.69,11.93,28.2,49.8,32.13,25.46,16.75,10.88,75.7,67.13,18.42,11.05,10.63,20.83,55.63,43.06,94.31,10.84,56.2,,50.33,11.05,8.34,17.05,24.8,33.35,23.58,14.92,15.28,61.1,26.42,67.95,42.8,16.3,21.0,105.0,64.22,19.57,58.4,19.1
2024-10-31,21.22,64.97,39.04,118.59,41.19,12.63,59.33,24.5,104.74,95.15,19.13,13.58,19.95,115.2,66.41,18.77,63.2,32.14,10.35,21.89,17.3,4.8,22.4,19.67,11.59,26.3,49.51,30.43,26.26,16.32,10.29,76.6,65.56,17.68,10.5,10.06,19.49,52.85,39.77,91.8,9.89,54.09,,48.07,10.62,8.04,16.55,23.65,35.2,23.28,13.28,15.37,62.16,24.94,67.01,41.5,16.01,20.78,105.0,60.56,19.91,58.0,17.85
2024-11-30,21.06,65.37,38.22,116.55,46.57,11.68,58.09,24.53,104.91,91.88,19.57,14.32,18.5,122.32,65.56,17.3,62.62,30.86,11.95,21.4,16.3,5.1,22.28,18.46,11.54,27.75,50.3,30.11,25.7,15.74,9.58,73.2,59.64,18.19,10.95,9.45,19.63,52.3,38.7,89.96,10.26,56.71,,48.85,10.54,7.81,17.0,21.82,33.3,22.99,12.82,14.39,61.96,23.83,68.42,40.8,16.05,20.25,102.4,59.18,18.64,58.5,17.9
2024-12-31,21.56,69.69,37.14,120.79,49.7,11.96,61.56,25.94,111.72,98.05,19.38,12.77,19.3,130.17,64.15,17.58,63.1,29.92,12.05,22.35,19.66,6.1,22.19,17.93,11.64,27.2,57.03,32.79,29.11,16.36,9.71,70.0,60.13,19.49,10.25,10.02,19.16,51.98,36.28,94.8,9.93,57.3,,50.08,11.22,7.77,16.75,23.16,36.9,24.01,12.45,14.79,60.56,23.9,68.13,40.0,16.64,20.27,100.0,58.54,18.69,59.8,17.15
